,index,Title,Content,Category
2316,12,"
Perfectly preserved Roman mosaic floor from 3rd century AD unearthed in Italy
","Archaeologists have discovered a 'perfectly preserved' ancient Roman mosaic floor under the soil of a vineyard in the Italian city of Verona. The floor, believed to date back to the 3rd century AD, is part of a Roman villa which was discovered in 1922. Local authorities are working with the land's owners to make the site accessible to the public.",science
2317,13,"
First-ever map of electric currents around Mars created
","Using data from NASA's MAVEN spacecraft, researchers have created the first-ever map of the electric current systems in the Martian atmosphere. Unlike Earth, Mars lacks a protective global magnetic field to shield its upper atmosphere from the solar wind. Instead, the magnetic field in the solar wind wraps around the red planet. This creates an induced magnetosphere, generating electric currents.",science
2318,14,"
Ford's software to heat its police vehicles to 133°F to disinfect them
","Ford has designed a new heated software enhancement that would heat its Police Interceptor Utility vehicles to 133°F to disinfect them. It will heat the vehicles from inside for 15 minutes, which ""is long enough to help disinfect vehicle touchpoints"". The software is available immediately on all 2013-19 Police Interceptor Utility vehicles in US, Canada and other countries worldwide.",science
2319,15,"
96% of COVID-19 fatalities suffered from other illnesses: Italy
","Italy's national health authority, ISS, has revealed that around 96% of country's coronavirus fatalities had previous medical conditions. ""The latest numbers show that new cases and fatalities have a common profile: mostly elderly people with previous illnesses,"" ISS chief Silvio Brusaferro said. ISS also revealed that the average age of Italians who've died from COVID-19 is at around 80.",science
2320,16,"
If things go well, we could've COVID-19 vaccine by October: Pfizer CEO
","Pfizer CEO Albert Bourla told The Times of Israel that a COVID-19 vaccine could be ready around October-end. ""If things go well...we will have enough evidence of safety and efficacy so that we can…have a vaccine around end of October,"" Bourla said. Earlier, Pfizer had announced that it had begun testing its experimental COVID-19 vaccine on humans in US.",science
2321,17,"
Elon Musk's SpaceX to launch 1st astronauts from US since 2011 tomorrow
","Elon Musk's SpaceX will be launching two NASA astronauts, Robert Behnken and Douglas Hurley,  tomorrow in its Crew Dragon to the International Space Station. This will be the first crewed flight to launch from the US since 2011. US President Donald Trump will be attending the launch in Florida, White House spokesperson confirmed. ",science
2322,18,"
Musk's SpaceX raises $346M ahead of crewed flight launch with NASA
","Elon Musk's SpaceX raised $346.2 million in a new funding round ahead of its maiden crewed flight launch with NASA, filings showed. With this round, SpaceX has raised nearly $1.7 billion since beginning of 2019 and is valued at $36 billion, CNBC reported. Two NASA astronauts will be flying in SpaceX's Crew Dragon to International Space Station on May 27.",science
2323,19,"
Falcon, Dragon can withstand lightning, but taking risk wouldn't be wise: Musk
","Responding to a post on Twitter, SpaceX CEO Elon Musk said,""Falcon/Dragon are designed to withstand multiple lightning strikes, but we don't think it would be wise to take this risk."" The post had referred to SpaceX and NASA calling off their crewed mission due to bad weather. SpaceX and NASA will be attempting the launch again on May 30.",science
2324,20,"
Took us 4 attempts with Falcon 1: Musk on Virgin Orbit's failed rocket launch
","Responding to Billionaire Richard Branson's Virgin Orbit's failed rocket launch, SpaceX CEO Elon Musk said, ""Sorry to hear that. Orbit is hard. Took us four attempts with Falcon 1."" Previously, Virgin Orbit's attempt to launch a rocket was terminated after an anomaly occurred after rocket's 'clean release' from the aircraft. However, Virgin Orbit's aircraft and its crew landed safely later.",science
2325,21,"
Researchers claim to create first 3D map of neurons in a rat’s heart
","Researchers at Thomas Jefferson University and their collaborators claim they've developed the first 3D map of the intracardiac nervous system (ICN) or ""little brain"" of a rat's heart. It revealed the so far ""unknown complexity of ICN"". Researchers found the location of neurons and sex-specific differences in the way neurons were organised, both spatially and by genders' gene expression.",science
2326,22,"
SpaceX's Starlink satellite network to be tested by US Army: Report
","SpaceX has signed an agreement with the US Army who will be testing its Starlink satellite-based broadband network for its own needs, SpaceNews reported. The agreement gives the Army three years to test. The Army will look in to what ground equipment it will need to use Starlink and how much systems integration work could be required, among other things.",science
2327,23,"
Cannabis was used in rituals at ancient shrine in Israel: Study
","An article in journal Tel Aviv claimed researchers found cannabis and frankincense present on two Iron Age altars at entrance to ""holy of holies"" of a shrine at Tel Arad, Israel. Researchers found that on smaller altar cannabis had been mixed with animal dung to facilitate heating. They suggested cannabis was used to stimulate ecstasy as part of cultic ceremonies.",science
2328,24,"
Collision of galaxies may have caused Solar System formation: ESA
","Study, based on data gathered by ESA's Gaia has suggested that formation of our Solar System may be a consequence of collisions between Milky Way and a smaller galaxy, Sagittarius. The collisions could also be behind formation of Sun and emergence of life on Earth. The existing models reveal that Sagittarius fell into the Milky Way three times, researcher said.",science
2329,25,"
Researchers claim to have found world's oldest 'bug' fossil
","The University of Texas at Austin researchers claim to have found world's oldest ""bug"" fossil of a millipede. The 425-million-year-old fossil, from Scottish island of Kerrera, is older than any known fossil of an insect, arachnid or other related organisms. The findings suggests that bugs and plants evolved much more rapidly than some scientists believe, researchers said.",science
